,Species,Start_Token_Species,End_Token_Species,Start_Index_Species,End_Index_Species,classId_Species,Sentence_Species,inAbstract300_Species,inAbstract500_Species,max_TFISF_Species,Sent_Start_Species,Document,AnnTxtFile,Location,Start_Token_Location,End_Token_Location,Start_Index_Location,End_Index_Location,classId_Location,Sentence_Location,inAbstract300_Location,inAbstract500_Location,max_TFISF_Location,Sent_Start_Location,AnnTxtFile_Location,Tagged_Relationship
10,Oligochaeta,1458,1459,7879,7889,e_1,"These OTUs matched diverse taxa in GenBank, including mosses (Bryophyta), animals (e.g. Nematoda, Oligochaeta, Arthropoda) and algae (predominantly Chlorophyta).",0,0,3.3232358401924436,0,Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,Hamilton,352,353,2135,2142,e_2,"Ceridwen I. Fraser ceridwen.fraser @ gmail.com Fenner School of Environment and Society, Australian National University, Acton, ACT 2601, Australia Department of Molecular and Biomedical Sciences, University of Maine, 5735 Hitchner Hall, Orono, ME, USA International Centre for Terrestrial Antarctic Research, University of Waikato, Hamilton 3240, New Zealand Introduction Antarctica is a heavily glaciated continent with less than 0.3% of land currently exposed (Convey and Stevens 2007).",1,1,4.709530201312334,0,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,0
11,Oligochaeta,1458,1459,7879,7889,e_1,"These OTUs matched diverse taxa in GenBank, including mosses (Bryophyta), animals (e.g. Nematoda, Oligochaeta, Arthropoda) and algae (predominantly Chlorophyta).",0,0,3.3232358401924436,0,Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,New Zealand,355,357,2150,2160,e_2,"Ceridwen I. Fraser ceridwen.fraser @ gmail.com Fenner School of Environment and Society, Australian National University, Acton, ACT 2601, Australia Department of Molecular and Biomedical Sciences, University of Maine, 5735 Hitchner Hall, Orono, ME, USA International Centre for Terrestrial Antarctic Research, University of Waikato, Hamilton 3240, New Zealand Introduction Antarctica is a heavily glaciated continent with less than 0.3% of land currently exposed (Convey and Stevens 2007).",1,1,3.6109179126442243,0,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,0
12,Oligochaeta,1458,1459,7879,7889,e_1,"These OTUs matched diverse taxa in GenBank, including mosses (Bryophyta), animals (e.g. Nematoda, Oligochaeta, Arthropoda) and algae (predominantly Chlorophyta).",0,0,3.3232358401924436,0,Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,Antarctica,358,359,2175,2184,e_2,"Ceridwen I. Fraser ceridwen.fraser @ gmail.com Fenner School of Environment and Society, Australian National University, Acton, ACT 2601, Australia Department of Molecular and Biomedical Sciences, University of Maine, 5735 Hitchner Hall, Orono, ME, USA International Centre for Terrestrial Antarctic Research, University of Waikato, Hamilton 3240, New Zealand Introduction Antarctica is a heavily glaciated continent with less than 0.3% of land currently exposed (Convey and Stevens 2007).",1,1,1.8191584434161694,0,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,0
13,Oligochaeta,1458,1459,7879,7889,e_1,"These OTUs matched diverse taxa in GenBank, including mosses (Bryophyta), animals (e.g. Nematoda, Oligochaeta, Arthropoda) and algae (predominantly Chlorophyta).",0,0,3.3232358401924436,0,Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,Antarctica,502,503,2992,3001,e_2,"Recently, geospatial analyses of species richness patterns have supported the hypothesis that geothermal areas, such as areas associated with active volcanoes, could have acted as glacial refugia for some terrestrial species in Antarctica (Fraser et al. 2014).",1,1,1.8191584434161694,0,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,0
14,Oligochaeta,1458,1459,7879,7889,e_1,"These OTUs matched diverse taxa in GenBank, including mosses (Bryophyta), animals (e.g. Nematoda, Oligochaeta, Arthropoda) and algae (predominantly Chlorophyta).",0,0,3.3232358401924436,0,Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,Antarctica,502,503,2992,3001,e_2,"Recently, geospatial analyses of species richness patterns have supported the hypothesis that geothermal areas, such as areas associated with active volcanoes, could have acted as glacial refugia for some terrestrial species in Antarctica (Fraser et al. 2014).",1,1,1.8191584434161694,0,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,0
15,Oligochaeta,1458,1459,7879,7889,e_1,"These OTUs matched diverse taxa in GenBank, including mosses (Bryophyta), animals (e.g. Nematoda, Oligochaeta, Arthropoda) and algae (predominantly Chlorophyta).",0,0,3.3232358401924436,0,Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,Mount Erebus,572,574,3410,3421,e_2,"Mount Erebus, an active volcano in Victoria Land, Antarctica, has some permanently ice-free geothermal areas close to the crater summit, as well as large subglacial geothermal cave systems that harbour prokaryotic (Herbold et al. 2014; Tebo et al. 2015) and fungal (Connell and Staudigel 2013) life.",1,1,2.4069451083182885,1,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,0
16,Oligochaeta,1458,1459,7879,7889,e_1,"These OTUs matched diverse taxa in GenBank, including mosses (Bryophyta), animals (e.g. Nematoda, Oligochaeta, Arthropoda) and algae (predominantly Chlorophyta).",0,0,3.3232358401924436,0,Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,Victoria Land,579,581,3445,3457,e_2,"Mount Erebus, an active volcano in Victoria Land, Antarctica, has some permanently ice-free geothermal areas close to the crater summit, as well as large subglacial geothermal cave systems that harbour prokaryotic (Herbold et al. 2014; Tebo et al. 2015) and fungal (Connell and Staudigel 2013) life.",1,1,4.0163830207523885,0,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,0
17,Oligochaeta,1458,1459,7879,7889,e_1,"These OTUs matched diverse taxa in GenBank, including mosses (Bryophyta), animals (e.g. Nematoda, Oligochaeta, Arthropoda) and algae (predominantly Chlorophyta).",0,0,3.3232358401924436,0,Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,Antarctica,582,583,3460,3469,e_2,"Mount Erebus, an active volcano in Victoria Land, Antarctica, has some permanently ice-free geothermal areas close to the crater summit, as well as large subglacial geothermal cave systems that harbour prokaryotic (Herbold et al. 2014; Tebo et al. 2015) and fungal (Connell and Staudigel 2013) life.",1,1,1.8191584434161694,0,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,0
18,Oligochaeta,1458,1459,7879,7889,e_1,"These OTUs matched diverse taxa in GenBank, including mosses (Bryophyta), animals (e.g. Nematoda, Oligochaeta, Arthropoda) and algae (predominantly Chlorophyta).",0,0,3.3232358401924436,0,Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,Antarctica,675,676,3943,3952,e_2,"If geothermal environments in Antarctica, including subglacial geothermal caves, could indeed have housed invertebrate 418 and plants during past glacial periods, we hypothesise that diverse species should also live in these environments today.",1,1,1.8191584434161694,0,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,0
19,Oligochaeta,1458,1459,7879,7889,e_1,"These OTUs matched diverse taxa in GenBank, including mosses (Bryophyta), animals (e.g. Nematoda, Oligochaeta, Arthropoda) and algae (predominantly Chlorophyta).",0,0,3.3232358401924436,0,Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,Mount Erebus,812,814,4794,4805,e_2,"Methods Soil samples were collected from geothermal sites on volcanic Mount Erebus (Fig. 1) (3794 m, 77°31’ 47”S, 167°09'12”E), Mount Melbourne (2732 m, 74°21’/0""S, 164°42’0""E) and Mount Rittman (2600 m, 73°28’20""S, 165°37'20”E).",1,1,6.934904785541891,0,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,0
20,Oligochaeta,1458,1459,7879,7889,e_1,"These OTUs matched diverse taxa in GenBank, including mosses (Bryophyta), animals (e.g. Nematoda, Oligochaeta, Arthropoda) and algae (predominantly Chlorophyta).",0,0,3.3232358401924436,0,Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,Mount Melbourne,834,836,4852,4866,e_2,"Methods Soil samples were collected from geothermal sites on volcanic Mount Erebus (Fig. 1) (3794 m, 77°31’ 47”S, 167°09'12”E), Mount Melbourne (2732 m, 74°21’/0""S, 164°42’0""E) and Mount Rittman (2600 m, 73°28’20""S, 165°37'20”E).",0,0,6.934904785541891,0,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,0
21,Oligochaeta,1458,1459,7879,7889,e_1,"These OTUs matched diverse taxa in GenBank, including mosses (Bryophyta), animals (e.g. Nematoda, Oligochaeta, Arthropoda) and algae (predominantly Chlorophyta).",0,0,3.3232358401924436,0,Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,Mount Rittman,849,851,4905,4917,e_2,"Methods Soil samples were collected from geothermal sites on volcanic Mount Erebus (Fig. 1) (3794 m, 77°31’ 47”S, 167°09'12”E), Mount Melbourne (2732 m, 74°21’/0""S, 164°42’0""E) and Mount Rittman (2600 m, 73°28’20""S, 165°37'20”E).",0,0,6.934904785541891,0,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,0
22,Oligochaeta,1458,1459,7879,7889,e_1,"These OTUs matched diverse taxa in GenBank, including mosses (Bryophyta), animals (e.g. Nematoda, Oligochaeta, Arthropoda) and algae (predominantly Chlorophyta).",0,0,3.3232358401924436,0,Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,Mount Erebus,936,938,5292,5303,e_2,"For the enlarged map of the summit of Mount Erebus, exposed sites are circled by dashed ellipses, and subglacial sites are indicated by white dots.",1,1,2.4069451083182885,0,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,0
23,Oligochaeta,1458,1459,7879,7889,e_1,"These OTUs matched diverse taxa in GenBank, including mosses (Bryophyta), animals (e.g. Nematoda, Oligochaeta, Arthropoda) and algae (predominantly Chlorophyta).",0,0,3.3232358401924436,0,Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,22 Blue,970,972,5460,5466,e_2,Sites listed as ‘circum’ were low ice hummocks; the site ‘22 Blue’ was an ice chimney; all other subglacial sites were large caves.,0,0,3.100092288878234,0,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,0
24,Oligochaeta,1458,1459,7879,7889,e_1,"These OTUs matched diverse taxa in GenBank, including mosses (Bryophyta), animals (e.g. Nematoda, Oligochaeta, Arthropoda) and algae (predominantly Chlorophyta).",0,0,3.3232358401924436,0,Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,Harry’s Dream,1027,1030,5775,5787,e_2,"Graphical illustrations show some of the Antarctic taxonomic groups (mosses, mites, springtails, green algae, nematodes, oligochaetes) represented in Harry’s Dream, Warren Cave and 22 Blue Photograph credits: Hubert Staudigel, Rebecca Williams Exposed cee rte hele hia pt lele(- te (Gradients, OS1, sj» > OS3, Sea?",0,0,3.3232358401924436,0,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,0
25,Oligochaeta,1458,1459,7879,7889,e_1,"These OTUs matched diverse taxa in GenBank, including mosses (Bryophyta), animals (e.g. Nematoda, Oligochaeta, Arthropoda) and algae (predominantly Chlorophyta).",0,0,3.3232358401924436,0,Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,Warren Cave,1031,1033,5790,5800,e_2,"Graphical illustrations show some of the Antarctic taxonomic groups (mosses, mites, springtails, green algae, nematodes, oligochaetes) represented in Harry’s Dream, Warren Cave and 22 Blue Photograph credits: Hubert Staudigel, Rebecca Williams Exposed cee rte hele hia pt lele(- te (Gradients, OS1, sj» > OS3, Sea?",0,0,2.917770732084279,0,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,0
26,Oligochaeta,1458,1459,7879,7889,e_1,"These OTUs matched diverse taxa in GenBank, including mosses (Bryophyta), animals (e.g. Nematoda, Oligochaeta, Arthropoda) and algae (predominantly Chlorophyta).",0,0,3.3232358401924436,0,Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,22 Blue,1034,1036,5806,5812,e_2,"Graphical illustrations show some of the Antarctic taxonomic groups (mosses, mites, springtails, green algae, nematodes, oligochaetes) represented in Harry’s Dream, Warren Cave and 22 Blue Photograph credits: Hubert Staudigel, Rebecca Williams Exposed cee rte hele hia pt lele(- te (Gradients, OS1, sj» > OS3, Sea?",0,0,3.100092288878234,0,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,0
27,Oligochaeta,1458,1459,7879,7889,e_1,"These OTUs matched diverse taxa in GenBank, including mosses (Bryophyta), animals (e.g. Nematoda, Oligochaeta, Arthropoda) and algae (predominantly Chlorophyta).",0,0,3.3232358401924436,0,Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,Mount Erebus,1429,1431,7731,7742,e_2,"The Ion Torrent analyses resulted in 16 non-fungal OTUs for COI, and 39 for 28S, across all sites sampled (Mount Erebus, Mount Rittman and Mount Melbourne).",1,1,6.934904785541891,0,ExtractedAnnotatedData\OldSet\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt\Fraser2018_Article_EvidenceOfPlantAndAnimalCommun.txt.txt,0
